UUN,Age,Region,Gender,Nationality,Programme,Year,Status,Route,Year 1 Courses,Year 2 Courses,Year 3 Courses
S2611078,29,PAKISTAN,Male,Pakistan,PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2108952,32,IRELAND,Male,Zimbabwe,PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2443962,38,Jamaica,Female,Jamaica,PTMSCEPDEM1P,1,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11113 Infectious Disease Epidemiology','PUHR11118 Research Design for Epidemiology'",
S2273699,37,United States of America,Male,India,PTMSCEPDEM1P,2,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11112 Advanced Epidemiology','PUHR11116 Advanced Statistics','HEIN11055 Big data analytics','PUHR11113 Infectious Disease Epidemiology','PUHR11118 Research Design for Epidemiology','PUHR11069 Systematic Reviews'",'PUHR11119 Dissertation (MSc Epidemiology)'
S2618792,43,Canada,Male,Canada,PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2272817,27,Mexico,Male,Mexico,PTMSCEPDEM1P,2,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11112 Advanced Epidemiology','PUHR11116 Advanced Statistics','PUHR11113 Infectious Disease Epidemiology','PUHR11117 Introduction to Genetic and Molecular Epidemiology','PUHR11118 Research Design for Epidemiology','PUHR11069 Systematic Reviews'",'PUHR11119 Dissertation (MSc Epidemiology)'
S2616143,47,England,Female,United Kingdom,PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2465550,43,Canada,Female,Canada,PTMSCEPDEM1P,1,Fully matriculated,,"'PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','GLHE11063 Introduction to Epidemiology and Statistics','PUHR11058 Introduction to Health Promotion','PUHR11082 Introduction to Public Health'","'PUHR11113 Infectious Disease Epidemiology','PUHR11118 Research Design for Epidemiology'",
S2269949,29,Canada,Male,United Kingdom,PTMSCEPDEM1P,2,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'HEIN11040 Data visualisation: knowledge transfer','PUHR11113 Infectious Disease Epidemiology','GLHE11017 Introduction to Qualitative Research Methods','GLHE11065 Noncommunicable Disease in a Global Context','PUHR11118 Research Design for Epidemiology','PUHR11069 Systematic Reviews'",'PUHR11119 Dissertation (MSc Epidemiology)'
S2612632,30,Germany,Female,United States,PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2458433,39,Philippines,Female,Philippines,PTMSCEPDEM1P,1,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11113 Infectious Disease Epidemiology','PUHR11118 Research Design for Epidemiology'",
S2263695,25,Canada,Female,Canada,PTMSCEPDEM1P,1,Interrupted OTHER REASON,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11113 Infectious Disease Epidemiology','PUHR11118 Research Design for Epidemiology'",
S2273055,26,England,Male,Greece,PTMSCEPDEM1P,2,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11116 Advanced Statistics','HEIN11055 Big data analytics','HEIN11040 Data visualisation: knowledge transfer','PUHR11113 Infectious Disease Epidemiology','PUHR11118 Research Design for Epidemiology','PUHR11069 Systematic Reviews'",'PUHR11119 Dissertation (MSc Epidemiology)'
S2613912,27,Ethiopia,Male,Ethiopia,PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2599805,29,KENYA,Female,Kenya,PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2269127,27,South Africa,Female,South Africa,PTMSCEPDEM1P,2,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11112 Advanced Epidemiology','PUHR11116 Advanced Statistics','HEIN11055 Big data analytics','HEIN11043 Digital technologies in health and social care','PUHR11113 Infectious Disease Epidemiology','PUHR11118 Research Design for Epidemiology'",'PUHR11119 Dissertation (MSc Epidemiology)'
S2456072,36,Sierra Leone,Male,Sierra Leone,PTMSCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2465343,46,Scotland,Male,United Kingdom,PTMSCEPDEM1P,1,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11113 Infectious Disease Epidemiology','PUHR11118 Research Design for Epidemiology'",
S2440618,39,Australia,Male,Australia,PTMSCEPDEM1P,1,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11113 Infectious Disease Epidemiology','PUHR11118 Research Design for Epidemiology'",
S2032665,48,Poland,Female,Poland,PTMSCEPDEM1P,2,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11112 Advanced Epidemiology','PUHR11116 Advanced Statistics','HEIN11055 Big data analytics','PUHR11113 Infectious Disease Epidemiology','PUHR11118 Research Design for Epidemiology','PUHR11069 Systematic Reviews'",'PUHR11119 Dissertation (MSc Epidemiology)'
S2272334,27,United States of America,Male,United States,PTMSCEPDEM1P,2,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'HEIN11055 Big data analytics','PUHR11113 Infectious Disease Epidemiology','HEIN11048 Introduction to databases and information systems','PUHR11118 Research Design for Epidemiology','PUHR11069 Systematic Reviews','HEIN11050 Working with data types and structures in Python and R'",'PUHR11119 Dissertation (MSc Epidemiology)'
S2615206,56,England,Male,United Kingdom,PTPGCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2460887,31,"France, includes Corsica",Female,France (includes Corsica),PTPGCEPDEM1P,1,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2465430,28,England,Female,United States,PTPGCEPDEM1P,1,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S0452095,36,England,Male,United Kingdom,PTPGCEPDEM1P,1,Interrupted MATERNITY/PARENTAL LEAVE,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S0676764,35,Scotland,Female,United Kingdom,PTPGCEPDEM1P,1,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2616632,31,United States of America,Female,United States,PTPGCEPDEM1P,1,New entrant not yet matriculated,,"'PUHR11103 Data analysis with R','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'",,
S2462790,45,Netherlands,Female,Netherlands,PTPGDEPDEM1P,1,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11113 Infectious Disease Epidemiology','PUHR11118 Research Design for Epidemiology'",
S2465685,42,South Africa,Female,Zimbabwe,PTPGDEPDEM1P,1,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11113 Infectious Disease Epidemiology','PUHR11118 Research Design for Epidemiology'",
S2273078,42,England,Female,United Kingdom,PTPGDEPDEM1P,2,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11112 Advanced Epidemiology','PUHR11116 Advanced Statistics','HEIN11055 Big data analytics','HEIN11047 Data security and protection in health and social care','PUHR11113 Infectious Disease Epidemiology','GLHE11080 Migration and Health','PUHR11118 Research Design for Epidemiology','HEIN11046 User-driven service design in health and social care'",
S2272294,48,United States of America,Female,United States,PTPGDEPDEM1P,2,Fully matriculated,,"'PUHR11103 Data analysis with R','PUHR11068 Epidemiology for Public Health Practice','PUHR11067 Intermediate Epidemiology','PUHR11105 Principles of Epidemiology and Statistics','PUHR11064 Statistical Modelling for Epidemiology'","'PUHR11112 Advanced Epidemiology','PUHR11116 Advanced Statistics','PUHR11113 Infectious Disease Epidemiology','PUHR11066 Introduction to Environmental and Occupational Epidemiology','GLHE11065 Noncommunicable Disease in a Global Context','PUHR11118 Research Design for Epidemiology','PUHR11069 Systematic Reviews'",
S2464947,27,England,Male,United Kingdom,PTPDVDSHSC1U,1,Fully matriculated,,"'HEIN11059 Data Ethics in Health and Social Care','HEIN11043 Digital technologies in health and social care','HEIN11037 Introduction to data science in health and social care','HEIN11045 Introduction to software development in health and social care','HEIN11050 Working with data types and structures in Python and R'",,
S2618635,22,England,Male,United Kingdom,PTPDVDSHSC1U,1,New entrant not yet matriculated,,,,
S2469941,35,Netherlands,Female,United Kingdom,PTPDVDSHSC1U,1,Fully matriculated,,'HEIN11055 Big data analytics',,
S2495920,29,"Italy, includes Sardinia, Sicily",Male,"Italy (includes Sardinia, Sicily)",PTPDVDSHSC1U,1,Fully matriculated,,"'PUHR11063 Data Analysis for Epidemiology','HEIN11045 Introduction to software development in health and social care','PUHR11064 Statistical Modelling for Epidemiology'",,
S2465995,29,Netherlands,Female,South Africa,PTPDVDSHSC1U,1,Fully matriculated,,"'HEIN11055 Big data analytics','HEIN11054 Systems thinking'",,
S2465990,24,NETHERLANDS,Female,Netherlands,PTPDVDSHSC1U,1,Fully matriculated,,"'HEIN11055 Big data analytics','HEIN11054 Systems thinking'",,
S2465485,38,Canada,Female,Canada,PTPDVDSHSC1U,1,Fully matriculated,,"'PUHR11103 Data analysis with R','HEIN11040 Data visualisation: knowledge transfer','HEIN11043 Digital technologies in health and social care','HEIN11037 Introduction to data science in health and social care','PUHR11064 Statistical Modelling for Epidemiology'",,
